Feature,Coefficient
contains_adopt_keywords,8.398399290374325
has_pronouns,3.3063967672403622
num_adjectives,0.7632985291862179
num_words,0.046335407023355146
has_question,0.04626820868758119
num_verbs,-0.2641384992014926
num_exclamations,-0.5738904627276175
num_emojis,-1.0258330626856136
has_urgency_words,-7.623459232185393
sentiment_score,-9.535710849269874
